The "SUID","Annotation","Author","Complex Expansion","Complex Expansion ID","Confidence-Score-intact-miscore","Creation Date","Detection Method","Detection Method ID","Host Organism Taxonomy","Host Organism Taxonomy ID","interaction","Interaction Type","name","Negative","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Biological Role","Source Biological Role ID","Source Database","Source Experimental Role","Source Experimental Role ID","Source Participant Detection Method","Source Participant Detection Method ID","Target Biological Role","Target Biological Role ID","Target Experimental Role","Target Experimental Role ID","Target Participant Detection Method","Target Participant Detection Method ID","Update Date","Xref","Xref ID"
"23723","figure legend:4B|curation depth:mimix curation","Sasajima et al. (2005)",,,"0.52","2012/02/14","anti tag coimmunoprecipitation","MI:0007","human-u2-os|Human U2-OS osteosarcoma cell line","9606|9606","EBI-5528990","physical association","Q8N6I1 (EBI-5528990) Q8N140","false","physical association","pubmed","15970276","false","EBI-5528990","Q8N6I1 (EBI-5528990) Q8N140","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23724","figure legend:4B|curation depth:mimix curation","Sasajima et al. (2005)",,,"0.52","2012/02/14","anti tag coimmunoprecipitation","MI:0007","human-u2-os|Human U2-OS osteosarcoma cell line","9606|9606","EBI-5529015","physical association","Q8N6I1 (EBI-5529015) Q8N140","false","physical association","pubmed","15970276","false","EBI-5529015","Q8N6I1 (EBI-5529015) Q8N140","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23725","figure legend:4C|curation depth:mimix curation","Sasajima et al. (2005)",,,"0.52","2012/02/14","anti bait coimmunoprecipitation","MI:0006","human-panc1|Homo sapiens pancreatic carcinoma cell line PANC-1","9606|9606","EBI-5529794","physical association","Q8N140 (EBI-5529794) Q8N6I1","false","physical association","pubmed","15970276","false","EBI-5529794","Q8N140 (EBI-5529794) Q8N6I1","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23727","figure legend:3|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Vandamme et al. (2011)",,,"0.4","2011/05/20","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3952381","physical association","Q8IXK0-2 (EBI-3952381) O00257-3","false","physical association","pubmed","21282530","false","EBI-3952381","Q8IXK0-2 (EBI-3952381) O00257-3","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23728","figure legend:6a|curation depth:mimix curation","Luo et al. (2011)",,,"0.46","2011/08/26","confocal microscopy","MI:0663","human|Homo sapiens","9606|9606","EBI-4394512","colocalization","P33535-4 (EBI-4394512) Q15363","false","colocalization","pubmed","21219331","false","EBI-4394512","P33535-4 (EBI-4394512) Q15363","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","anti tag immunostaining","MI:0707","unspecified role","MI:0499","neutral component","MI:0497","anti tag immunostaining","MI:0707","2014/10/16","Golgi apparatus|cytosol","GO:0005794|GO:0005829"
"23730","figure legend:4B|curation depth:mimix curation","Yuan et al. (1998)",,,"0.4","2012/12/10","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-6446848","physical association","Q15648 (EBI-6446848) P19793","false","physical association","pubmed","9653119","false","EBI-6446848","Q15648 (EBI-6446848) P19793","unspecified role","MI:0499","psi-mi","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23731","figure legend:4B|curation depth:mimix curation","Yuan et al. (1998)",,,"0.68","2012/12/10","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-6446840","physical association","Q15648 (EBI-6446840) P10276","false","physical association","pubmed","9653119","false","EBI-6446840","Q15648 (EBI-6446840) P10276","unspecified role","MI:0499","psi-mi","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23734","figure legend:4B|curation depth:mimix curation","Barry et al. (2003)",,,"0.4","2012/11/15","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-6392066","physical association","P28704 (EBI-6392066) P48281","false","physical association","pubmed","12529369","false","EBI-6392066","P28704 (EBI-6392066) P48281","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23735","figure legend:4A|curation depth:mimix curation","Barry et al. (2003)",,,"0.37","2012/11/15","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-6392028","physical association","P19793 (EBI-6392028) P48281","false","physical association","pubmed","12529369","false","EBI-6392028","P19793 (EBI-6392028) P48281","unspecified role","MI:0499","psi-mi","prey","MI:0498","predetermined participant","MI:0396","unspecified role","MI:0499","bait","MI:0496","predetermined participant","MI:0396","2014/10/16",,
"23737","figure legend:5D|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)",,,"0.5","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-lcl_modo|Homo sapiens LCL lymphoblastoid cell line donor MoDo, in vitro transformed EBV-positive","9606|9606","EBI-9346841","physical association","P0C739 (EBI-9346841) Q03519","false","physical association","pubmed|imex","19201886|IM-22337","false","EBI-9346841","P0C739 (EBI-9346841) Q03519","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23738","figure legend:5D|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)",,,"0.67","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-lcl_modo|Homo sapiens LCL lymphoblastoid cell line donor MoDo, in vitro transformed EBV-positive","9606|9606","EBI-9346844","physical association","P0C739 (EBI-9346844) Q03518","false","physical association","pubmed|imex","19201886|IM-22337","false","EBI-9346844","P0C739 (EBI-9346844) Q03518","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23739","figure legend:5D|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.67","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-t2|Homo sapiens T cell leukemia/B cell line hybridoma HLA-A2-positive, TAP negative","9606|9606","EBI-9347588","physical association","Q03518 (EBI-9347588) P0C739","false","physical association","pubmed|imex","19201886|IM-22337","false","EBI-9347588","Q03518 (EBI-9347588) P0C739","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23740","figure legend:5D|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)",,,"0.5","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-t2|Homo sapiens T cell leukemia/B cell line hybridoma HLA-A2-positive, TAP negative","9606|9606","EBI-9347591","physical association","P0C739 (EBI-9347591) Q03519","false","physical association","pubmed|imex","19201886|IM-22337","false","EBI-9347591","P0C739 (EBI-9347591) Q03519","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23742","figure legend:5D|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.68","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-t2|Homo sapiens T cell leukemia/B cell line hybridoma HLA-A2-positive, TAP negative","9606|9606","EBI-9347594","physical association","O15533 (EBI-9347594) Q03519","false","physical association","pubmed|imex","19201886|IM-22337","false","EBI-9347594","O15533 (EBI-9347594) Q03519","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","ancillary","MI:0684","unspecified role","MI:0499","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23743","figure legend:5D|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)",,,"0.67","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-220|Homo sapiens","9606|9606","EBI-9347629","physical association","P0C739 (EBI-9347629) Q03518","false","physical association","pubmed|imex","19201886|IM-22337","false","EBI-9347629","P0C739 (EBI-9347629) Q03518","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23744","figure legend:5D|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)",,,"0.5","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-220|Homo sapiens","9606|9606","EBI-9347626","physical association","Q03519 (EBI-9347626) P0C739","false","physical association","pubmed|imex","19201886|IM-22337","false","EBI-9347626","Q03519 (EBI-9347626) P0C739","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23745","figure legend:1B|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)",,,"0.67","2014/03/20","fluorescence microscopy","MI:0416","human-mel_juso|Homo sapiens","9606|9606","EBI-9259715","colocalization","P0C739 (EBI-9259715) Q03518","false","colocalization","pubmed|imex","19201886|IM-22337","false","EBI-9259715","P0C739 (EBI-9259715) Q03518","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","immunostaining","MI:0422","unspecified role","MI:0499","neutral component","MI:0497","immunostaining","MI:0422","2014/10/16","endoplasmic reticulum","GO:0005783"
"23746","figure legend:4B|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)",,,"0.67","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-mel_juso|Homo sapiens","9606|9606","EBI-9346809","physical association","Q03518 (EBI-9346809) P0C739","false","physical association","pubmed|imex","19201886|IM-22337","false","EBI-9346809","Q03518 (EBI-9346809) P0C739","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16","cytoplasm","GO:0005737"
"23747","figure legend:4B|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)",,,"0.5","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-mel_juso|Homo sapiens","9606|9606","EBI-9346803","physical association","Q03519 (EBI-9346803) P0C739","false","physical association","pubmed|imex","19201886|IM-22337","false","EBI-9346803","Q03519 (EBI-9346803) P0C739","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16","cytoplasm","GO:0005737"
"23748","figure legend:7C|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)",,,"0.67","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-akbm|Homo sapiens EBV positive Burkitt's lymphoma B cell line","9606|9606","EBI-9347690","physical association","Q03518 (EBI-9347690) P0C739","false","physical association","pubmed|imex","19201886|IM-22337","false","EBI-9347690","Q03518 (EBI-9347690) P0C739","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23749","figure legend:7C|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.8","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-akbm|Homo sapiens EBV positive Burkitt's lymphoma B cell line","9606|9606","EBI-9347684","association","O15533 (EBI-9347684) Q03518","false","association","pubmed|imex","19201886|IM-22337","false","EBI-9347684","O15533 (EBI-9347684) Q03518","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23750","figure legend:7C|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.5","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-akbm|Homo sapiens EBV positive Burkitt's lymphoma B cell line","9606|9606","EBI-9347687","association","Q03519 (EBI-9347687) P0C739","false","association","pubmed|imex","19201886|IM-22337","false","EBI-9347687","Q03519 (EBI-9347687) P0C739","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23751","figure legend:3A|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.8","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-mel_juso|Homo sapiens","9606|9606","EBI-9392577","association","O15533 (EBI-9392577) Q03518","false","association","pubmed|imex","19201886|IM-22337","false","EBI-9392577","O15533 (EBI-9392577) Q03518","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23752","figure legend:3A|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.68","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-mel_juso|Homo sapiens","9606|9606","EBI-9392577","association","O15533 (EBI-9392577) Q03519","false","association","pubmed|imex","19201886|IM-22337","false","EBI-9392577","O15533 (EBI-9392577) Q03519","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23753","figure legend:3A|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.8","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-mel_juso|Homo sapiens","9606|9606","EBI-9392565","association","Q03518 (EBI-9392565) O15533","false","association","pubmed|imex","19201886|IM-22337","false","EBI-9392565","Q03518 (EBI-9392565) O15533","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23754","figure legend:3A|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.68","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-mel_juso|Homo sapiens","9606|9606","EBI-9346785","association","O15533 (EBI-9346785) Q03519","false","association","pubmed|imex","19201886|IM-22337","false","EBI-9346785","O15533 (EBI-9346785) Q03519","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23755","figure legend:3A|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.8","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-mel_juso|Homo sapiens","9606|9606","EBI-9346785","association","O15533 (EBI-9346785) Q03518","false","association","pubmed|imex","19201886|IM-22337","false","EBI-9346785","O15533 (EBI-9346785) Q03518","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23756","figure legend:3A|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.8","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-mel_juso|Homo sapiens","9606|9606","EBI-9346763","association","Q03518 (EBI-9346763) O15533","false","association","pubmed|imex","19201886|IM-22337","false","EBI-9346763","Q03518 (EBI-9346763) O15533","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23757","figure legend:3A|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.67","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-mel_juso|Homo sapiens","9606|9606","EBI-9346763","association","Q03518 (EBI-9346763) P0C739","false","association","pubmed|imex","19201886|IM-22337","false","EBI-9346763","Q03518 (EBI-9346763) P0C739","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23758","figure legend:3A|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.68","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-mel_juso|Homo sapiens","9606|9606","EBI-9346776","association","Q03519 (EBI-9346776) O15533","false","association","pubmed|imex","19201886|IM-22337","false","EBI-9346776","Q03519 (EBI-9346776) O15533","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23759","figure legend:3A|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.5","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-mel_juso|Homo sapiens","9606|9606","EBI-9346776","association","Q03519 (EBI-9346776) P0C739","false","association","pubmed|imex","19201886|IM-22337","false","EBI-9346776","Q03519 (EBI-9346776) P0C739","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23760","figure legend:3A|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)","spoke expansion","MI:1060","0.68","2014/03/20","anti bait coimmunoprecipitation","MI:0006","human-mel_juso|Homo sapiens","9606|9606","EBI-9392571","association","Q03519 (EBI-9392571) O15533","false","association","pubmed|imex","19201886|IM-22337","false","EBI-9392571","Q03519 (EBI-9392571) O15533","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16","cytoplasm","GO:0005737"
"23761","figure legend:7Bi|dataset:Virus - Publications including interactions involving viral proteins|full coverage:Only protein-protein interactions|curation depth:imex curation","Horst et al. (2009)",,,"0.67","2014/03/20","confocal microscopy","MI:0663","human-akbm|Homo sapiens EBV positive Burkitt's lymphoma B cell line","9606|9606","EBI-9392226","colocalization","Q03518 (EBI-9392226) P0C739","false","colocalization","pubmed|imex","19201886|IM-22337","false","EBI-9392226","Q03518 (EBI-9392226) P0C739","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","immunostaining","MI:0422","unspecified role","MI:0499","neutral component","MI:0497","immunostaining","MI:0422","2014/10/16","cytoplasm","GO:0005737"
"23762","figure legend:1A|dataset:Cancer - Interactions investigated in the context of cancer|full coverage:Only protein-protein interactions|curation depth:imex curation","Park et al. (2013)","spoke expansion","MI:1060","0.83","2014/02/06","pull down","MI:0096","human-hela_s3|Homo sapiens HeLa-S3 cervix carcinoma cell line","9606|9606","EBI-9118355","association","O43502 (EBI-9118355) O15315","false","association","imex|pubmed","IM-22188|24141787","false","EBI-9118355","O43502 (EBI-9118355) O15315","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2015/12/03",,
"23765","figure legend:1A|curation depth:mimix curation","Wilson et al. (2011)",,,"0.64","2012/07/05","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-6172854","physical association","Q13370 (EBI-6172854) O95398","false","physical association","pubmed","21393242","false","EBI-6172854","Q13370 (EBI-6172854) O95398","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23767","figure legend:2A|agonist:\PIK3CG (AC P48736)\|curation depth:mimix curation","Wilson et al. (2011)",,,"0.59","2012/07/05","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-6172922","physical association","Q5UE93 (EBI-6172922) Q13370","false","physical association","pubmed","21393242","false","EBI-6172922","Q5UE93 (EBI-6172922) Q13370","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23768","figure legend:1B|curation depth:mimix curation","Wilson et al. (2011)",,,"0.64","2012/07/05","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-6172902","physical association","O95398 (EBI-6172902) Q13370","false","physical association","pubmed","21393242","false","EBI-6172902","O95398 (EBI-6172902) Q13370","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23769","figure legend:S2|curation depth:mimix curation","Wilson et al. (2011)",,,"0.64","2012/07/05","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-6173115","physical association","Q13370 (EBI-6173115) O95398","false","physical association","pubmed","21393242","false","EBI-6173115","Q13370 (EBI-6173115) O95398","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23770","figure legend:3A|curation depth:mimix curation","Wilson et al. (2011)",,,"0.64","2012/07/05","peptide array","MI:0081","in vitro|In vitro","-1|-1","EBI-6172987","direct interaction","Q13370 (EBI-6172987) O95398","false","direct interaction","pubmed","21393242","false","EBI-6172987","Q13370 (EBI-6172987) O95398","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23771","figure legend:3B|curation depth:mimix curation","Wilson et al. (2011)",,,"0.64","2012/07/05","peptide array","MI:0081","in vitro|In vitro","-1|-1","EBI-6172991","direct interaction","O95398 (EBI-6172991) Q13370","false","direct interaction","pubmed","21393242","false","EBI-6172991","O95398 (EBI-6172991) Q13370","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","unspecified role","MI:0499","anti tag western blot","MI:0705","2014/10/16",,
"23772","figure legend:3B|curation depth:mimix curation","Wilson et al. (2011)",,,"0.59","2012/07/05","peptide array","MI:0081","in vitro|In vitro","-1|-1","EBI-6172995","direct interaction","Q13370 (EBI-6172995) Q5UE93","false","direct interaction","pubmed","21393242","false","EBI-6172995","Q13370 (EBI-6172995) Q5UE93","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23773","figure legend:4B|curation depth:mimix curation","Wilson et al. (2011)","spoke expansion","MI:1060","0.59","2012/07/05","anti bait coimmunoprecipitation","MI:0006","human-haec|Homo sapiens arterial endothelial cells","9606|9606","EBI-6173022","association","Q13370 (EBI-6173022) Q5UE93","false","association","pubmed","21393242","false","EBI-6173022","Q13370 (EBI-6173022) Q5UE93","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23775","figure legend:4B|curation depth:mimix curation","Wilson et al. (2011)","spoke expansion","MI:1060","0.5","2012/07/05","anti bait coimmunoprecipitation","MI:0006","human-haec|Homo sapiens arterial endothelial cells","9606|9606","EBI-6173022","association","Q13370 (EBI-6173022) P48736","false","association","pubmed","21393242","false","EBI-6173022","Q13370 (EBI-6173022) P48736","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23776","figure legend:4B|curation depth:mimix curation","Wilson et al. (2011)","spoke expansion","MI:1060","0.64","2012/07/05","anti bait coimmunoprecipitation","MI:0006","human-haec|Homo sapiens arterial endothelial cells","9606|9606","EBI-6173022","association","Q13370 (EBI-6173022) O95398","false","association","pubmed","21393242","false","EBI-6173022","Q13370 (EBI-6173022) O95398","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23777","figure legend:6A|curation depth:mimix curation","Wilson et al. (2011)","spoke expansion","MI:1060","0.64","2012/07/05","anti bait coimmunoprecipitation","MI:0006","human-haec|Homo sapiens arterial endothelial cells","9606|9606","EBI-6173092","association","Q13370 (EBI-6173092) O95398","false","association","pubmed","21393242","false","EBI-6173092","Q13370 (EBI-6173092) O95398","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23778","figure legend:6A|curation depth:mimix curation","Wilson et al. (2011)","spoke expansion","MI:1060","0.5","2012/07/05","anti bait coimmunoprecipitation","MI:0006","human-haec|Homo sapiens arterial endothelial cells","9606|9606","EBI-6173092","association","Q13370 (EBI-6173092) P48736","false","association","pubmed","21393242","false","EBI-6173092","Q13370 (EBI-6173092) P48736","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23779","figure legend:4D|curation depth:mimix curation","Wilson et al. (2011)",,,"0.5","2012/07/05","anti bait coimmunoprecipitation","MI:0006","human-haec|Homo sapiens arterial endothelial cells","9606|9606","EBI-6173099","physical association","P48736 (EBI-6173099) Q13370","false","physical association","pubmed","21393242","false","EBI-6173099","P48736 (EBI-6173099) Q13370","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23780","figure legend:7B|curation depth:mimix curation","Wilson et al. (2011)",,,"0.64","2012/07/05","imaging technique","MI:0428","human-haec|Homo sapiens arterial endothelial cells","9606|9606","EBI-6173111","colocalization","O95398 (EBI-6173111) Q13370","false","colocalization","pubmed","21393242","false","EBI-6173111","O95398 (EBI-6173111) Q13370","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","immunostaining","MI:0422","unspecified role","MI:0499","neutral component","MI:0497","immunostaining","MI:0422","2014/10/16",,
